               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.021687,           0.0048333,          0.00057149,             0.97866,             0.98485,             0.99323,              0.8179,            0.013106,           0.0042062,          0.00042324,            0.005578,            0.005578,            0.005578
                 136,            0.022237,            0.005233,           0.0006171,             0.96789,                   1,             0.99412,             0.81821,            0.012898,           0.0042365,          0.00043533,            0.005545,            0.005545,            0.005545
                 137,            0.022191,            0.004999,          0.00058958,              0.9629,                   1,             0.99329,             0.82242,            0.012099,           0.0043451,          0.00043564,            0.005512,            0.005512,            0.005512
                 138,             0.02065,           0.0050698,          0.00050337,             0.96552,                   1,             0.98838,              0.8139,            0.013041,           0.0044358,           0.0003901,            0.005479,            0.005479,            0.005479
                 139,            0.021321,           0.0051042,           0.0004793,             0.96803,                   1,               0.995,             0.83261,            0.012591,           0.0043586,          0.00036922,            0.005446,            0.005446,            0.005446
                 140,            0.022084,           0.0047136,          0.00051056,             0.99304,                   1,               0.995,             0.81967,            0.012342,           0.0042686,          0.00035791,            0.005413,            0.005413,            0.005413
                 141,            0.020611,           0.0048475,          0.00046939,             0.99693,                   1,               0.995,             0.81738,            0.013035,            0.004254,          0.00034997,             0.00538,             0.00538,             0.00538
                 142,            0.020286,           0.0047867,          0.00054435,             0.97631,                   1,               0.995,             0.80542,            0.013305,           0.0043501,          0.00040655,            0.005347,            0.005347,            0.005347
                 143,            0.021007,           0.0049398,          0.00055162,             0.97024,                   1,             0.99456,             0.82599,            0.012821,            0.004306,          0.00043828,            0.005314,            0.005314,            0.005314
                 144,            0.021167,           0.0047206,          0.00055461,             0.97911,                   1,             0.99412,             0.80562,            0.013307,           0.0042375,          0.00040996,            0.005281,            0.005281,            0.005281
                 145,            0.020354,           0.0050298,          0.00053395,             0.97868,                   1,             0.99412,             0.81877,            0.012097,           0.0041874,          0.00042186,            0.005248,            0.005248,            0.005248
                 146,            0.019934,           0.0046327,          0.00047122,             0.97789,                   1,             0.99456,             0.79759,            0.013348,           0.0042315,           0.0003854,            0.005215,            0.005215,            0.005215
                 147,            0.019955,           0.0046403,          0.00045632,             0.98349,             0.99554,               0.995,              0.8311,            0.011908,           0.0041793,          0.00035372,            0.005182,            0.005182,            0.005182
                 148,             0.01996,           0.0048146,          0.00047898,             0.98625,             0.99042,               0.995,             0.81048,            0.013304,           0.0043133,          0.00036235,            0.005149,            0.005149,            0.005149
                 149,            0.019828,           0.0048154,          0.00047155,             0.96877,                   1,               0.995,              0.8246,            0.012367,           0.0041392,          0.00039473,            0.005116,            0.005116,            0.005116
                 150,            0.019904,           0.0050044,          0.00054197,             0.96957,                   1,               0.995,             0.80164,            0.012677,           0.0040964,          0.00041184,            0.005083,            0.005083,            0.005083
                 151,            0.020101,           0.0046596,          0.00053157,             0.97557,              0.9966,               0.995,             0.80189,             0.01264,           0.0042013,          0.00042346,             0.00505,             0.00505,             0.00505
                 152,            0.020182,           0.0045376,          0.00054524,             0.97654,             0.99853,               0.995,             0.82922,            0.012194,           0.0040783,          0.00043678,            0.005017,            0.005017,            0.005017
                 153,            0.020154,           0.0049405,          0.00054609,             0.98514,             0.99673,               0.995,             0.82753,            0.011664,           0.0039738,          0.00044599,            0.004984,            0.004984,            0.004984
                 154,            0.019717,           0.0050711,          0.00046664,              0.9923,                   1,               0.995,             0.82507,            0.011356,           0.0039366,          0.00045512,            0.004951,            0.004951,            0.004951
                 155,            0.020283,           0.0049356,          0.00058939,             0.99393,                   1,               0.995,             0.82944,            0.012092,           0.0039498,          0.00042193,            0.004918,            0.004918,            0.004918
                 156,             0.01949,           0.0047688,          0.00051591,             0.98449,                   1,               0.995,             0.82645,            0.011857,           0.0039021,          0.00037303,            0.004885,            0.004885,            0.004885
                 157,            0.019819,           0.0048911,          0.00046089,             0.98116,                   1,             0.99456,             0.81258,            0.012407,           0.0039673,          0.00037806,            0.004852,            0.004852,            0.004852
